Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
1,24282,2,1,7,2,0,2,8583,334,184,2,19147,1,0,13.21390396956252,2,1,1,0
5,28371,0,2,5,1,0,4,33172,316,99,2,13254,6,2,15.383062454787694,1,1,2,1
0,3890,1,5,0,0,1,4,22202,119,616,2,913,8,3,12.39738437820993,0,2,2,1
5,8982,2,1,2,2,0,2,21792,88,618,0,12280,2,2,10.35899756449096,2,1,1,0
5,19882,0,3,2,2,1,2,449,19,122,0,9404,7,2,15.013231117449916,1,1,0,1
3,24763,1,1,8,0,0,4,14793,185,65,1,12463,5,1,18.886472190003403,1,1,1,0
4,9539,2,0,5,2,0,2,10112,265,534,1,15516,8,1,18.857568151972664,2,1,0,0
3,2151,2,0,5,0,1,2,37103,113,127,0,176,6,1,11.79231416298716,2,1,1,0
3,12074,2,5,6,2,1,1,149,233,566,1,21205,1,2,13.019001903792816,2,1,2,1
3,17448,0,5,2,1,0,2,38368,166,473,0,6830,1,0,19.71829732375781,1,0,1,1
2,2116,0,4,3,2,0,1,10565,197,214,1,8297,6,2,10.635848335544408,0,0,1,1
4,2922,2,5,9,1,1,3,29656,190,52,1,3366,3,2,13.052255001691268,1,2,2,1
4,4310,2,1,6,0,0,3,31457,143,407,0,6919,4,1,17.16287994448477,2,0,2,1
5,21338,2,1,3,2,0,4,29530,236,440,2,18759,8,2,18.01675989831484,2,2,1,1
4,569,2,2,0,2,1,2,35842,21,417,0,13906,7,3,10.96794048800125,0,0,2,1
2,2210,0,3,0,1,0,0,24273,186,427,2,4448,6,0,19.56675172665096,2,1,1,1
5,27698,0,1,6,1,0,3,26320,215,512,2,1663,1,3,17.609563410874213,0,0,1,0
1,28470,0,3,6,1,0,0,39503,202,127,2,249,4,0,19.77253394430482,2,2,0,1
5,11704,2,2,3,0,1,1,12137,263,276,1,18136,7,1,11.170903173959868,0,0,2,1
1,14991,0,0,5,1,0,3,30480,113,71,2,11161,3,0,10.561056732393851,1,2,1,1
4,1433,1,4,8,0,1,2,35330,238,592,2,414,5,3,12.338546515945684,1,0,1,1
3,19567,0,3,9,1,0,1,10138,34,216,0,17858,2,2,18.222048649559703,2,2,2,1
4,10647,2,4,8,1,0,0,5505,152,626,0,10540,2,2,15.56732822347166,0,0,1,1
0,17226,0,3,3,2,0,4,31989,136,602,0,9717,2,1,10.091315847847246,2,2,0,1
2,5688,0,2,3,0,1,0,10745,19,176,2,7065,3,2,15.269803577723794,1,2,0,1
1,22518,0,2,9,2,0,4,40462,152,573,2,2571,3,0,12.115307366539064,2,2,0,1
3,11431,0,1,6,1,1,2,33116,121,571,0,4772,8,2,15.988813026908288,0,1,0,1
4,1458,1,0,9,1,1,3,21393,92,697,1,9960,6,2,11.276432023765052,0,0,2,1
4,4422,2,0,0,2,1,2,26317,39,607,0,7417,0,2,19.992258116907976,0,1,1,0
5,13101,2,2,6,1,0,3,13678,111,677,1,9265,9,0,10.082052754614214,0,1,0,1
2,19143,1,2,3,1,1,4,16498,253,122,2,19122,3,3,12.53850878229893,1,2,1,1
2,17737,1,3,1,2,0,0,4634,315,104,0,11264,3,1,16.493481213750307,1,0,0,0
4,21187,2,4,8,1,1,2,12921,200,88,2,16832,7,2,15.442295260543464,1,2,2,1
0,10423,1,1,2,1,1,0,29886,219,105,1,12627,4,2,16.063924115741397,0,1,0,0
1,27870,0,0,4,1,1,1,33231,318,28,1,10492,2,3,11.714715077992407,2,1,1,0
1,7633,0,3,1,1,0,3,6883,130,593,1,11446,5,2,13.517606262858877,1,0,0,1
2,24099,2,4,0,1,0,0,1418,45,162,0,18083,3,1,14.388730520259978,2,1,0,1
2,7222,2,1,3,1,1,0,16673,54,629,0,8326,2,0,16.427002483325886,1,1,0,0
3,4605,1,5,3,1,0,0,23143,96,679,2,3870,7,0,13.538972441992254,2,0,1,1
4,16076,2,2,3,0,1,2,10325,316,62,0,6531,1,2,19.11403600449984,2,1,1,1
4,3328,1,2,7,0,1,0,399,34,532,2,300,2,1,12.187395898641874,2,1,0,0
0,30988,0,3,3,2,0,2,40394,175,501,1,1438,5,3,16.734084284148025,2,2,0,1
2,24927,2,5,0,1,0,4,2952,57,408,2,19270,0,0,15.444087995792176,1,0,2,1
4,8472,2,1,4,0,1,4,26791,300,333,0,10823,7,3,12.279255173097942,1,2,0,1
3,21696,1,1,5,1,0,4,14439,265,413,0,1161,3,2,12.98548365148131,2,1,2,1
1,30247,0,1,7,1,1,2,39272,74,440,0,3955,0,3,15.428007587155186,2,0,1,0
3,2316,0,4,8,2,1,0,4351,9,414,1,6959,3,1,13.844632982739244,1,1,0,1
0,13326,2,0,5,0,1,2,19008,136,45,2,6575,4,1,15.163207459351431,1,1,1,0
2,15045,0,0,3,0,1,0,1630,195,688,1,7670,0,1,11.551900154751443,2,2,1,1
2,10781,2,0,5,1,0,1,30279,51,694,2,13664,1,0,17.922833801815024,1,2,0,1
1,25533,0,1,2,2,1,3,23305,81,52,2,10517,5,2,10.61444155703901,0,1,1,0
4,21926,0,2,1,2,0,2,21680,206,302,1,6965,9,2,12.885343347406623,1,2,2,1
5,8075,0,3,7,1,0,4,583,266,511,0,11328,2,2,16.69693416274266,0,1,2,1
1,20290,2,4,0,2,0,4,11885,13,430,0,3281,3,2,12.879536083979088,0,2,2,1
4,9536,1,0,5,2,1,2,1976,53,22,0,11056,6,2,14.977618353014355,0,1,1,0
2,7386,0,2,3,0,0,4,17605,227,681,2,133,2,1,14.897034218988786,2,0,0,0
0,11518,1,2,5,2,0,3,18457,27,606,0,3945,3,2,11.275033722695785,1,0,2,1
5,30415,2,4,1,1,0,1,21531,45,299,2,16639,1,3,19.07220816365563,2,1,0,1
3,17759,2,3,9,0,0,3,287,277,360,2,7643,0,0,18.39775986054694,0,1,0,1
3,13457,1,3,6,0,1,4,24689,0,426,1,2789,8,2,14.717954878407784,1,1,0,1
3,16758,2,5,4,1,1,3,38253,323,259,2,2283,6,1,10.95481478863649,1,0,1,1
0,28162,1,0,9,2,1,1,25320,202,44,2,17694,9,3,19.88162935950598,1,2,0,1
3,3233,0,5,0,2,0,0,32001,52,264,0,12952,5,2,10.274163507195162,0,0,0,1
0,20917,2,5,8,1,0,0,18508,57,172,0,10108,8,3,19.09465372259873,1,2,0,1
2,656,1,2,2,1,0,0,28726,48,152,1,2329,7,3,15.283249281116316,1,1,0,1
1,29976,0,2,5,1,0,3,30584,6,514,1,21438,7,1,10.405142879320712,0,0,1,0
5,16671,1,5,6,0,1,0,32667,112,140,0,14271,3,1,12.475111437016333,2,2,2,1
0,13690,2,4,5,1,1,1,12671,294,245,2,14402,7,0,14.573763827356306,0,2,1,1
1,22615,2,5,8,0,0,2,19831,70,241,0,20451,5,0,12.255410509992648,2,0,2,1
2,28390,0,0,7,0,1,4,12023,225,458,2,11706,6,0,12.562202861555,1,0,1,0
1,8835,2,4,0,2,1,3,37416,271,416,2,10661,4,3,18.214799641238585,2,2,2,1
0,7903,2,5,9,1,1,3,30985,113,596,0,12414,3,3,11.969440943237847,1,0,0,1
0,1598,1,4,1,2,0,3,9717,256,43,1,8829,6,0,10.377535915831448,2,2,1,1
3,22629,0,2,5,0,1,2,35126,61,427,2,2503,7,0,14.007781501391063,1,2,1,1
2,1130,1,5,6,2,0,0,34394,256,16,1,6202,1,1,11.764144717155505,1,2,1,1
1,8886,1,2,5,2,1,4,27532,33,85,1,15367,8,3,16.219395801044122,2,2,0,1
5,21909,0,1,4,0,1,4,27976,59,135,0,6225,8,2,19.491394724428257,1,2,2,1
4,3576,0,0,3,2,1,4,16556,301,166,0,4103,2,2,10.050394863672471,0,0,1,0
1,22515,1,0,8,1,1,1,13256,23,576,2,3649,5,2,10.63910642843408,2,1,0,0
2,21966,1,2,9,1,0,4,3825,291,269,2,6968,5,0,12.52842017681391,1,1,2,1
4,3050,1,4,7,1,0,1,37624,83,456,2,8705,9,0,19.92811826646344,0,1,0,1
1,30558,2,1,9,2,0,4,35581,103,45,0,10695,9,3,15.173730004416065,0,1,0,1
4,8162,0,4,8,2,0,0,33363,31,599,1,12891,7,2,13.890178594495914,1,0,0,1
2,25662,2,2,3,1,0,2,4697,301,256,2,9824,7,1,11.466904030483375,2,0,1,1
3,15365,2,2,9,2,1,0,24351,179,527,2,10955,0,2,19.56267293849597,2,1,0,1
0,21868,2,5,6,2,1,1,23614,77,563,2,2770,6,0,10.421855945033547,1,2,2,1
0,23655,1,5,4,0,1,4,12881,255,504,2,11022,3,0,14.310561276910349,1,1,1,1
1,6560,1,5,8,1,0,1,26351,132,268,0,14197,4,2,11.598541078179084,1,1,2,1
1,29211,2,3,8,2,0,4,27312,252,54,1,11167,0,1,10.390277665191515,2,0,1,1
4,9802,0,1,2,1,1,4,37744,84,189,0,11746,9,1,12.864731879183775,1,0,0,0
5,10068,2,0,4,0,0,1,4614,204,599,2,10095,3,3,18.032431966578987,1,0,1,0
2,1122,0,4,4,0,1,0,1688,92,636,0,9252,3,2,17.892583588704557,0,1,1,1
1,25019,0,3,6,0,1,2,27731,54,450,2,11865,2,0,12.42048643577164,2,2,2,1
5,5728,2,2,4,2,0,0,8034,247,65,1,8608,1,3,14.342612175766757,2,1,1,1
3,27638,2,5,3,2,0,2,264,139,60,1,9262,9,3,13.05394906212037,1,1,0,1
4,4316,2,5,8,0,1,3,33091,144,323,2,10542,7,0,13.362343142799128,0,0,1,1
2,2196,1,1,8,1,1,0,39775,115,199,2,8129,9,0,19.712587592332696,2,1,0,0
5,25994,1,2,7,0,1,3,39550,91,159,0,20401,7,1,12.967672631022882,0,0,0,0
2,28866,0,4,5,2,0,4,28992,193,125,0,13337,2,0,18.685251883476752,0,0,1,1
2,14839,0,3,5,0,1,0,13890,242,217,2,17275,3,3,16.060911681601617,0,2,1,1
5,8008,2,2,9,0,0,1,17285,130,300,2,12359,0,2,18.92419080647658,1,0,1,1
0,22271,2,4,8,1,1,2,11271,249,635,2,19131,0,0,13.032943202450296,2,0,0,1
3,25973,1,3,1,0,1,0,22075,72,6,1,8975,5,3,13.244747318836971,1,2,2,1
5,2850,1,4,9,1,1,4,42346,20,542,0,8432,2,3,12.39120286957123,0,0,0,1
5,21522,1,4,1,0,1,0,32606,53,678,2,20419,3,1,10.684649343115868,2,0,0,1
0,7480,2,1,2,1,1,3,26502,26,471,2,246,0,2,14.891639829234697,2,1,2,1
5,14837,0,0,3,1,0,3,9050,108,306,1,18765,5,1,16.691803753268786,0,0,0,0
0,19909,2,4,3,0,1,2,24606,311,380,1,18534,6,1,19.119153830348097,2,1,0,1
1,13553,2,2,5,2,0,1,21360,293,286,0,10899,7,1,19.17592223777643,2,1,1,1
4,4881,0,0,7,2,1,0,19026,6,69,1,1617,9,3,11.5285742028913,2,0,2,1
0,22218,1,1,5,2,1,1,34817,116,604,2,11732,9,1,15.016884395594865,2,0,2,1
1,10935,0,4,8,1,0,2,30504,306,352,2,9202,4,2,17.989057592541066,1,0,2,1
5,29231,1,3,8,0,0,3,29939,186,336,2,21061,9,3,18.769031697945053,2,2,1,1
0,18818,2,1,4,0,0,0,3250,215,356,2,2056,1,1,16.96160335474096,1,0,0,0
1,15012,0,3,7,1,1,2,28794,190,214,1,19719,8,3,12.854238175872602,0,0,2,1
1,17878,0,5,7,0,1,0,15532,35,410,0,5178,0,2,18.382400933066982,0,1,1,1
2,20783,0,5,7,0,0,2,7140,169,183,2,17941,6,0,10.90299822062226,0,1,1,1
3,13666,1,0,8,1,1,4,38721,198,592,1,10631,5,3,14.131528699062263,0,0,0,0
2,11317,0,0,1,1,0,3,21816,163,156,1,9003,0,3,16.741153451888167,2,1,2,1
5,13010,2,2,9,0,1,1,15685,29,344,1,19350,1,2,17.042007873932548,1,2,1,1
5,20358,2,1,1,0,0,1,14164,185,229,2,4250,1,3,10.290732593745096,0,1,0,0
4,18236,0,3,9,2,0,0,4421,72,496,1,17711,8,0,17.734365679433015,2,2,0,1
2,9363,2,0,2,2,0,4,14598,206,424,0,12839,7,2,18.695672727959582,2,0,0,1
1,485,1,5,6,0,1,0,31916,76,402,1,17651,2,2,15.88745994120254,0,2,2,1
4,4027,2,4,1,2,1,0,9270,35,195,2,10408,5,0,13.53719517236615,0,0,2,1
0,28345,2,5,5,0,0,0,30179,92,676,0,7333,5,0,17.499499004238768,2,2,0,1
2,14153,1,2,6,0,0,1,28382,123,509,1,9592,3,0,14.509721464550903,1,2,0,1
0,13949,0,2,5,2,1,3,35469,96,158,2,19374,1,1,13.80524913982969,0,2,1,1
3,27929,2,5,3,0,1,1,18505,68,306,1,19140,6,1,18.60929782241877,2,0,0,1
2,18682,0,3,7,1,1,2,10010,195,468,0,5327,9,3,19.90829407373445,2,0,1,1
1,13692,1,0,9,0,1,0,25164,258,610,2,7947,5,1,16.718962011136608,1,0,2,1
1,26332,1,5,4,2,0,1,35800,216,395,1,13063,3,1,10.651432417583615,2,0,2,1
4,4105,2,0,9,0,0,3,1903,159,156,1,3379,8,2,14.56491871074842,0,2,1,1
5,19851,1,1,4,1,0,2,16050,50,84,1,15298,6,1,17.632216331352353,1,0,2,1
1,29980,1,1,7,2,0,1,34864,52,539,2,7199,0,1,15.979221837696066,0,1,2,1
4,970,0,0,8,0,1,0,29750,317,265,2,10443,2,0,19.498923522382924,2,2,0,1
1,28939,0,4,5,0,0,0,42316,331,181,2,13408,6,0,16.1607384383438,0,2,1,1
3,1868,1,5,2,0,0,4,31820,273,688,1,16205,0,1,14.030660916479192,2,1,0,1
3,27720,0,3,1,2,1,4,31610,204,311,0,4084,7,2,16.137572030129892,1,0,0,1
5,28192,2,5,0,1,1,2,18888,5,415,1,13115,6,0,14.330856104428747,2,2,2,1
2,10491,0,2,3,2,1,3,23159,176,555,0,7881,7,2,12.881361837864594,0,0,1,1
5,3536,0,4,5,2,0,0,18782,145,353,1,9861,6,2,19.245125535437,1,0,0,1
3,28249,2,5,8,1,0,0,18558,320,151,1,4271,5,3,19.73209605361977,2,1,1,1
4,16666,0,1,3,1,1,3,25390,222,180,2,8512,3,0,19.291150368003887,0,2,0,1
5,5197,0,4,1,1,0,1,2512,151,335,0,5568,2,0,15.69892763423976,2,0,0,1
1,5244,1,1,5,1,1,4,4899,319,488,0,14846,2,0,18.484946567420437,1,1,1,0
0,13802,0,4,2,0,0,1,35585,207,286,2,21231,8,2,18.126552387197595,1,2,2,1
3,19227,2,1,4,1,0,1,26035,120,83,0,18559,7,3,13.751040177611896,1,1,2,1
4,18260,0,1,3,2,1,1,33333,330,349,0,18581,2,0,19.58445675051518,1,1,2,1
2,12158,2,0,0,1,1,3,21735,147,544,2,6255,4,1,15.177720839812112,0,0,1,0
2,19384,0,0,1,1,1,1,23783,81,667,2,8556,5,1,17.16604634835813,0,2,0,1
4,17255,1,1,0,2,0,3,15949,254,431,2,7450,4,2,13.261316419040073,1,0,2,1
0,4246,1,5,6,2,0,4,22936,207,641,0,463,9,3,15.096559826254747,2,2,2,1
4,29063,2,0,4,2,1,4,19152,171,620,1,3322,4,3,11.759053114418938,2,2,1,1
4,7248,1,0,5,2,0,0,7373,122,406,0,398,0,3,15.727135746963334,0,0,1,0
2,8359,0,5,1,0,0,3,38461,184,425,1,8508,7,1,14.337030143689953,0,2,0,1
5,18412,2,0,0,2,0,0,8882,285,73,0,9213,0,0,14.599286876177286,0,1,0,0
0,30682,0,3,2,2,0,4,18371,325,120,2,8197,6,2,12.79118081371731,0,0,0,1
3,2292,0,3,2,0,1,0,36442,74,201,0,17458,4,0,13.045776718959788,1,2,0,1
3,7394,2,4,6,2,0,4,24634,260,562,0,20517,8,0,17.572385423763098,0,0,2,1
5,11422,2,4,4,1,1,1,22987,46,568,1,6124,3,1,17.4665562322016,2,0,2,1
1,8578,2,4,4,2,1,1,16306,10,51,1,20781,9,2,13.943108127409856,1,1,1,1
2,10030,0,4,2,1,0,4,6088,321,81,2,17830,2,1,15.763490663571012,1,2,0,1
5,8582,0,1,3,2,0,0,34011,316,427,0,14809,3,2,19.062237579927235,1,0,1,0
5,22185,2,4,4,0,1,4,36101,331,146,0,6696,5,2,17.933615563958995,0,2,1,1
5,27472,0,5,6,0,0,2,4061,236,508,0,20801,3,0,18.220589162553253,1,2,0,1
1,11107,0,1,0,2,1,4,35584,231,515,1,3380,2,2,15.098212377933592,0,1,1,0
2,12325,1,2,8,1,1,4,8000,5,170,2,19599,9,0,17.875302165288016,2,2,0,1
2,1410,1,5,2,1,1,2,2091,235,29,1,15517,1,3,11.441425563602488,1,1,0,1
3,5568,1,4,1,0,0,3,39411,107,301,2,12425,8,2,18.41550381985361,1,0,0,1
5,4792,1,3,4,2,1,4,20016,183,178,2,21249,3,1,11.74924656780947,0,0,0,0
4,14678,2,5,7,1,1,3,4577,18,147,2,14330,0,3,13.457278667669748,2,2,1,1
3,28590,2,4,0,1,0,3,7604,266,39,1,13814,1,0,13.21913410888362,0,1,2,1
2,17767,1,4,4,2,1,3,24453,157,51,0,4535,8,1,16.175403430651595,0,2,2,1
0,17728,2,3,9,2,1,0,17473,322,83,2,13458,0,0,11.24248006684946,2,1,2,1
4,31077,1,3,9,1,1,0,26416,327,205,1,16433,2,0,18.939062126523712,0,0,0,0
4,17566,2,1,5,2,0,2,24066,196,179,0,14274,1,3,12.249094823347868,2,0,0,0
1,600,0,1,6,1,0,4,34866,1,14,0,1165,6,1,11.412138630837113,1,1,2,1
2,317,0,2,5,2,1,4,26544,97,279,0,19166,0,1,15.593464973354944,0,1,2,1
5,11786,0,5,3,0,1,4,8426,44,667,1,13817,4,1,18.79930135844165,0,1,1,1
1,13627,0,2,8,0,1,0,39714,50,33,1,7360,0,2,17.27874975563123,0,2,1,1
2,7220,2,0,2,2,1,0,29290,45,39,2,9979,6,2,17.276067756851923,2,2,1,1
5,7918,0,4,7,2,1,3,28793,111,597,2,13889,2,1,12.211996079695384,1,1,2,1
4,8504,0,1,7,0,0,2,27639,47,107,2,11682,3,1,18.82384473654336,1,2,2,1
5,13901,1,2,3,2,0,1,39219,269,487,2,21566,3,2,12.55971586934846,2,0,1,0
0,1549,0,1,4,1,0,2,16527,64,524,0,756,1,0,10.773224329172898,1,0,0,0
1,26903,2,0,7,2,1,1,7347,60,323,1,19430,4,0,10.975624458006235,1,2,2,1
2,30007,0,3,0,2,1,4,40159,204,583,1,744,2,0,15.070514719394495,1,1,1,1
2,6757,1,5,7,1,0,2,40585,181,82,0,11675,9,1,13.23591805239484,2,0,1,1
3,16005,2,1,9,2,0,4,37364,86,498,1,12585,7,1,12.918069816564898,2,0,0,0
3,8155,1,3,3,1,1,1,9300,158,361,0,6425,3,2,11.207492537431731,0,1,0,0
0,31389,1,5,7,1,1,3,29455,171,306,1,4817,0,0,15.983953232675688,2,1,0,1
0,16185,2,2,8,2,1,1,32420,272,203,2,12586,9,2,12.027950275249708,0,0,1,1
3,6972,2,4,0,2,0,0,36030,20,141,1,12504,7,2,10.5185674543031,0,1,0,1
3,25789,0,5,7,2,1,2,3344,326,367,1,9641,0,3,14.9822676149476,2,0,1,1
0,16757,2,0,2,2,0,1,15358,304,475,1,13195,2,3,15.528213634656252,0,1,0,0
2,12946,2,2,3,1,1,2,9555,309,310,2,5385,0,3,13.81320110272304,0,2,2,1
2,19556,1,5,5,1,1,3,6615,249,24,0,20883,1,3,16.435669172120036,2,2,1,1
4,23858,2,4,4,0,1,2,5527,308,578,1,5339,1,2,15.632321311021556,1,2,1,1
4,3248,0,0,2,1,1,2,20856,7,336,1,2705,1,0,18.17375457865212,2,1,1,0
1,8152,1,0,6,2,0,0,18866,45,337,1,19937,3,1,19.516634727225732,2,1,2,1
3,28230,1,3,1,2,0,1,33193,256,179,1,17240,0,1,10.540360557749713,1,0,1,0
4,21051,2,4,8,0,1,0,37851,251,166,0,4859,6,0,12.283667741383104,2,0,1,1
0,7022,2,2,2,1,0,0,25190,133,50,1,4829,1,0,16.984990826800328,1,2,0,1
1,3273,1,1,7,0,1,2,39970,292,404,2,20996,6,2,19.361125205863143,0,2,0,1
2,27579,2,4,4,1,0,0,1961,171,475,2,21402,5,3,15.562848380378664,0,0,0,1
2,9166,2,2,6,1,1,3,5779,246,646,1,21240,7,3,11.027799926562986,2,0,2,1
5,23189,0,0,7,0,1,4,21851,1,28,0,15421,3,0,11.491605670905445,1,1,0,0
3,1020,2,0,3,1,0,3,40541,241,696,2,13733,8,0,12.799410389271802,1,0,2,1
5,18324,0,4,9,2,1,1,39079,334,616,2,15365,2,1,19.60333384894119,1,1,1,1
3,13145,1,5,7,0,0,0,3856,85,560,2,911,7,1,16.271431095447287,1,0,2,1
5,27705,2,2,8,2,1,4,19434,53,211,0,20857,9,2,15.808132146135222,0,2,0,1
3,469,0,4,3,2,1,1,4169,95,669,1,14815,6,0,19.8597012339372,2,1,2,1
5,7107,0,5,1,1,0,0,22750,33,263,2,10142,4,3,15.704874161092947,0,1,2,1
1,12691,0,1,0,2,0,2,21519,254,276,0,2593,5,2,19.633192445412547,2,0,2,1
4,18602,0,2,9,0,0,0,18968,72,84,1,2331,4,1,14.620640047616924,0,2,2,1
4,11217,0,5,7,1,1,1,2533,235,473,2,3552,0,2,16.090634699764905,2,0,2,1
3,8346,2,4,4,1,1,1,10467,303,414,1,13034,0,2,10.95598349794916,2,2,2,1
4,4670,1,0,4,1,1,4,13145,253,273,2,9673,6,1,18.153833287007437,2,2,1,1
2,4736,0,0,6,2,1,4,39749,295,634,1,8007,6,0,19.55009659583804,0,1,2,1
0,3749,1,0,6,1,1,2,33190,238,325,0,6668,8,2,13.951414331411788,0,1,2,1
4,28044,2,2,5,2,0,4,3681,216,187,1,11578,6,2,15.491631517231175,0,0,2,1
2,16478,1,2,1,1,0,1,25457,283,314,1,14207,9,2,11.62499371276492,1,0,2,1
3,19850,1,5,8,0,0,3,32831,3,141,1,3974,0,2,19.73394670624525,1,1,2,1
5,5376,2,3,4,2,1,0,37847,235,687,2,793,6,3,11.010047854402142,2,1,2,1
5,12303,0,3,7,2,0,3,7456,134,121,2,12525,3,2,16.044104142783596,0,2,0,1
1,28403,2,3,3,1,0,0,33805,64,278,1,14441,2,2,16.057066221860516,2,0,1,1
1,24684,2,1,8,1,0,3,8115,288,294,1,17265,6,0,12.39181857542368,2,0,1,0
3,5741,2,5,4,1,1,3,38520,221,271,0,2524,4,2,10.088878889414012,1,1,2,1
5,21914,0,4,3,0,0,1,2285,167,96,2,18375,4,2,15.99138565349029,1,0,0,1
1,2107,1,3,6,1,0,0,39031,323,1,1,8258,4,0,19.95130971958134,2,0,0,0
4,17367,1,4,9,0,0,1,32357,199,26,2,12137,2,0,17.612060557302446,2,2,2,1
1,26787,1,4,8,2,1,4,18413,9,176,2,5347,1,1,16.23743600736094,2,0,2,1
5,8932,2,4,8,0,0,4,19848,283,159,2,20242,9,0,18.798531809988702,0,1,0,1
4,27330,0,4,4,0,0,1,7381,100,472,0,13101,3,1,14.58074459702278,1,1,2,1
2,20015,0,2,3,0,1,3,2708,279,67,1,16353,2,3,19.02387402249073,0,1,1,0
1,22022,1,3,1,1,1,2,40310,44,442,0,20151,7,1,12.620692846524229,0,2,2,1
0,14315,1,3,8,1,1,2,22219,300,316,0,9611,2,2,14.25224381399709,0,0,2,1
5,21038,1,4,2,0,1,0,23408,93,298,1,383,9,1,14.81925193613915,2,0,2,1
3,3647,1,2,7,0,0,2,10132,313,273,1,6707,1,2,18.10396352186231,2,0,0,0
1,3231,1,2,7,0,1,0,16084,140,630,0,11150,6,2,13.990560210311584,2,0,1,0
0,41,1,3,2,2,0,0,27505,34,554,0,20735,1,0,17.339134001994157,1,0,1,0
2,21040,2,5,6,2,0,4,37886,269,378,1,13144,5,1,10.81034306137173,1,2,2,1
3,6251,0,0,0,2,1,3,20553,222,98,2,17815,8,0,12.606995610071229,2,2,2,1
0,10365,1,5,7,0,0,2,40533,69,476,1,14624,2,0,15.899638648777712,1,1,2,1
1,26050,0,2,0,1,1,4,15,41,301,0,5432,0,2,18.97070158400355,1,1,1,0
3,28833,1,4,7,2,0,0,7712,185,338,0,14882,5,1,12.026373111668978,0,1,0,1
1,1694,1,1,1,2,0,3,4058,176,399,2,16415,2,3,11.46778710836552,0,0,1,0
4,22367,0,5,5,1,0,3,30378,66,382,0,20037,0,0,13.188226476757851,2,0,0,1
0,18288,1,5,3,2,1,4,42035,214,433,0,3085,6,3,10.673214492474564,0,0,0,1
5,8650,2,1,7,0,1,1,25029,329,602,0,8848,6,1,16.231254446402428,1,0,1,0
4,13881,1,4,2,0,1,1,40295,56,435,1,921,4,2,14.757776861766446,1,1,0,1
5,29819,1,0,5,0,0,3,27073,2,178,2,19421,4,3,19.013238935185782,1,1,0,0
5,4700,1,4,7,0,0,4,22262,308,76,0,5297,5,0,19.706604076294298,1,2,2,1
5,14339,0,1,1,1,1,2,2922,97,456,1,17234,8,2,12.265497664565736,2,1,1,1
5,24165,2,5,2,2,1,4,40133,32,690,1,6517,9,2,11.767368736856964,0,0,2,1
0,24471,2,4,5,2,1,1,14447,29,91,1,13813,6,2,15.8010918194493,0,2,0,1
3,28229,2,1,1,0,0,4,8152,118,601,2,118,7,0,18.16999116608678,0,1,1,0
2,14801,1,1,3,2,0,1,5770,307,648,2,13776,0,1,12.980057158369766,1,0,1,0
1,22721,0,3,4,1,1,1,15232,0,366,2,3508,2,3,13.587837528262352,1,1,1,1
2,9625,2,3,5,2,1,3,34737,76,486,1,5430,9,0,16.224440973264226,2,1,0,1
5,5413,2,5,4,0,1,4,21842,207,314,0,15734,2,3,15.977360889189509,2,2,1,1
0,29420,2,4,0,1,1,3,4207,218,167,0,19068,2,1,19.7205053412094,0,0,1,1
4,5350,1,5,6,1,1,2,38925,21,314,1,20793,8,1,13.090078836595406,2,1,1,1
1,10413,0,5,1,1,0,1,24127,117,405,0,19297,4,1,13.529186449783817,1,0,0,1
1,1440,2,1,7,1,1,4,27023,16,275,2,5800,8,2,14.599179733870846,0,1,1,1
2,6237,0,1,4,2,0,3,2689,271,670,2,2191,8,2,14.663223442668455,2,2,1,1
5,23476,2,4,6,2,1,1,12985,147,642,2,4334,7,1,13.188747300172473,0,1,2,1
0,16204,1,1,6,2,0,2,28372,314,592,2,19435,7,3,15.106521386938716,2,2,1,1
3,20543,2,4,8,1,1,2,41885,30,486,0,8778,8,3,12.916200979404293,0,0,0,1
2,2823,0,0,2,2,0,1,4042,26,329,1,10414,6,1,18.55237850280342,1,2,1,1
4,30341,0,4,5,2,1,4,25065,283,79,1,7960,4,2,13.221438323459708,0,2,1,1
2,24,0,0,7,0,1,2,26585,288,36,0,3991,1,2,12.384374744160532,0,2,0,1
5,19557,1,0,6,1,0,0,19685,159,226,0,19001,0,1,10.29162799896812,1,2,1,1
1,7827,1,3,5,2,0,1,8527,252,268,0,905,2,3,17.4775230703403,0,1,0,0
2,22,1,3,7,1,0,4,17754,315,75,2,13749,9,0,10.643360610102668,2,2,0,1
2,3570,1,4,9,2,0,2,30882,249,614,1,14967,1,0,15.91157735014488,0,0,2,1
4,30326,1,1,5,1,0,4,31908,324,105,2,11626,5,1,19.00140007459072,1,2,0,1
5,10412,2,0,4,0,0,0,15662,101,538,0,17981,8,3,19.87386088616264,0,2,2,1
0,9059,2,2,1,0,1,2,21928,47,505,2,19603,2,3,13.07024292905551,0,2,0,1
4,5265,1,3,1,0,1,2,42028,277,283,0,7570,7,2,12.684885079445056,1,2,0,1
4,10329,1,0,4,1,1,1,7090,150,610,1,8654,5,2,10.823697204949156,1,1,2,1
5,4933,0,0,4,2,1,2,30794,43,432,2,1501,1,3,10.92472699615834,1,2,2,1
